OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
5725,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,1470
5726,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,7562
5727,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,32916
5728,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,City-Paid Employee PERS,10303
5729,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,100
5730,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,3000
5731,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,12000
5732,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,20055
5733,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,City Property,Computer Equipment,2500
5734,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,4000
5735,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,7500
5736,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,18480
5737,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,250
5738,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,645
5739,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,5000
5740,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,500
5741,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,250
5742,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,400
5743,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1000
5744,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Regular Hours,1271601
5745,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Special Off Duty Police - Reg,186000
5746,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,7000
5747,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,In Lieu Vacation,5101
5748,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Overtime,127000
5749,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Holiday Credit Used,61583
5750,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,381839
5751,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,1000
5752,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,143522
5753,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,600
5754,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Longevity,1100
5755,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,5145
5756,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,3319
5757,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,2940
5758,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,Other Governmental Funds,Traffic Safety Fund,Revenues,"Fines, Forfeitures, and  Penalties",Fines and Penalties,800000
5759,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,18438
5760,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,37128
5761,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,City-Paid Employee PERS,101193
5762,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-839676
5763,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,3200
5764,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,553000
5765,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,60261
5766,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2275
5767,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,8625
5768,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Towing And Storage Services,65000
5769,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,284
5770,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Utilities Exp,655
5771,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,1000
5772,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,32000
5773,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,2000
5774,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,250
5775,2015,FY2014_15,Public Safety,Police,Operational Services Division,Metro-Traffic/Air Ops,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,320
5776,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,641
5777,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,700
5778,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Regular Hours,9105777
5779,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,On Call,12000
5780,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Night Shift,14322
5781,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Special Off Duty Police - Reg,329167
5782,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,In Lieu Vacation,7881
5783,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Out Of Class,21322
5784,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Sick Leave Annual,917
5785,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Overtime,222000
5786,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Holiday Credit Used,335346
5787,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,2816030
5788,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,1644
5789,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,953650
5790,2015,FY2014_15,Public Safety,Police,Operational Services Division,North Command,General Funds,General Fund,Expenses,Employee Services,Longevity,1600
