OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
15383,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Revenues,"Interest, Rents, and Concessions",Real Property Rental,-92614
15384,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,1733361
15385,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,6730
15386,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,57240
15387,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,259
15388,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Technical Services,13000
15389,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,72600
15390,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
15391,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,600
15392,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,23745
15393,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Property Tax Tsf-DR,87500
15394,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,173300
15395,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,2020
15396,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Office Supplies,2100
15397,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,175
15398,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Laundry Services,900
15399,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,17819
15400,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,2705
15401,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Telephone,3300
15402,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,16327
15403,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,625
15404,2016,FY2015_16,Operating,Public Works,Parking Services Division,Memorial Garage,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,750
15405,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,320
15406,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,-320
15407,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,44
15408,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-44
15409,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,2323
15410,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,-2323
15411,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,30
15412,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,-30
15413,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,187949
15414,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,-187949
15415,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,48000
15416,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,-48000
15417,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,1304
15418,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,-1304
15419,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,27
15420,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,-27
15421,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,2800
15422,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,-2800
15423,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,5826
15424,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,-5826
15425,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,118
15426,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,-118
15427,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,30
15428,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,-30
15429,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,279
15430,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,-279
15431,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,160
15432,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,-160
15433,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,957
15434,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,-957
15435,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,100
15436,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot D,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,-100
15437,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,100
15438,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,72
15439,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,50
15440,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,103546
15441,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,2146
15442,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,45
15443,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,4500
15444,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,5362
15445,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,10400
15446,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,195
15447,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,30
15448,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,458
15449,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,264
15450,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Property Insurance Premiums,1575
15451,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot X,Parking,Parking Fund,Expenses,Other Services and Supplies,Refunds And Reimbursements,850
15452,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Rental Of Equipment,75
15453,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,34
15454,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Utilities Exp,1212
15455,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,25
15456,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Revenues,"Charges, Fees, and Services",Parking Fees,25503
15457,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,1008
15458,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,110
15459,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Security Services,1300
15460,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,3110
15461,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Operating Transfers,In Lieu Franchise Tax Tsf-DR,2600
15462,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Safety Equipment,92
15463,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Postage,30
15464,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Printing And Binding,215
15465,2016,FY2015_16,Operating,Public Works,Parking Services Division,Surface Lot Y,Parking,Parking Fund,Expenses,Other Services and Supplies,Cellular Telephone,124
