budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474110,Machinery,17984
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-144121
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,78472
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,45020
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,34972
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,630899
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,35000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,800
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,126756
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-3584
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,301000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1286608
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,326120
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,360000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,131000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,10000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,167000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,303664
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,282506
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-13171
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,3311
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,1300
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,106308
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,24862
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,6300
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,86854
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,1700000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,52978
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453020,Cellular Telephone,1120
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,3004
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,5000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,5000
FY17,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,14903000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,1714657
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,General Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,400000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,2000
FY17,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481110,Miscellaneous Expenditures,2000
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1134
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7449
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,13044
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3050
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,2103
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,13300
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,18628
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6000
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,General Supplies,E_461020,Office Supplies,40000
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Other Objects,E_481100,Community Support Programs,54500
FY17,Expenses,Mayor/Council,City Council District 4,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,9367
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1680
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,481
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Service & Supply Adjustments,E_890040,Base Budget Increase,2995
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7660
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,13330
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3117
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,2150
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,9700
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,18628
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6000
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,General Supplies,E_461020,Office Supplies,40000
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Other Objects,E_481100,Community Support Programs,55000
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,9367
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,600
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Service & Supply Adjustments,E_890060,Citywide Budget Increase,-536
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-4643
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Salaries,E_411010,Regular Hours,215014
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,19958
FY17,Expenses,Mayor/Council,City Council District 5,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,35425
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-4643
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,-216600
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,481
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Service & Supply Adjustments,E_890040,Base Budget Increase,2995
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Labor Adjustments,E_810040,Base Labor Reduction,216600
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Salaries,E_411010,Regular Hours,183118
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,18009
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,30170
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-651
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,6465
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,11353
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,2655
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,1831
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,1800
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,18628
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6000
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,General Supplies,E_461020,Office Supplies,40000
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Other Objects,E_481100,Community Support Programs,55000
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,9367
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,9100
FY17,Expenses,Mayor/Council,City Council District 6,,,,General Funds,Service & Supply Adjustments,E_890060,Citywide Budget Increase,40890
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,9367
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Salaries,E_411010,Regular Hours,232260
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,19974
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,38267
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-650
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,7989
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,14400
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3367
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,2322
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,10300
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,18628
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6000
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,General Supplies,E_461020,Office Supplies,40000
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Other Objects,E_481100,Community Support Programs,55000
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Service & Supply Adjustments,E_890060,Citywide Budget Increase,-23489
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-4643
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,481
FY17,Expenses,Mayor/Council,City Council District 7,,,,General Funds,Service & Supply Adjustments,E_890040,Base Budget Increase,2995
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Salaries,E_411010,Regular Hours,233066
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,38400
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1034
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,8034
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,14450
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3379
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,630
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,2330
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,10900
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,18628
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,6000
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,General Supplies,E_461020,Office Supplies,40000
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Other Objects,E_481100,Community Support Programs,55000
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,9367
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Labor Adjustments,E_810070,Annual Adjustments - Review,600
FY17,Expenses,Mayor/Council,City Council District 8,,,,General Funds,Service & Supply Adjustments,E_890060,Citywide Budget Increase,-34011
